"","org","category","type","expense name","expenditureactual","description","expectedattendees","event off campus","collabhso","collabrso","speaker","eventsplanned","attendactual","eventsactual","rollover","externalreceived","totalrollover","date","amount"
"407","Education Policy Student Association","workshop","supplies","Case-study Event with Start Early - Lunch Event",NA,"90-minute session offered in case format. Participants will be given a case, work in teams to craft their approach, and then be given feedback from Raising Illinois team members. The goal of this project is to provide participants with the type of strategic problem to solve that that they will face in interviews and ‘on the job’ in positions of strategic leadership.",40,"FALSE","FALSE","FALSE","TRUE - Simone Santiago: woman, POC, Director of the Prenatal to Three Coalition at Start Early, Harris alumnus",4,120,3,182.26,0,182.26,NA,0
"408","Education Policy Student Association","workshop","equipment","Case-study Event with Start Early - Lunch Event",NA,"90-minute session offered in case format. Participants will be given a case, work in teams to craft their approach, and then be given feedback from Raising Illinois team members. The goal of this project is to provide participants with the type of strategic problem to solve that that they will face in interviews and ‘on the job’ in positions of strategic leadership.",40,"FALSE","FALSE","FALSE","TRUE - Simone Santiago: woman, POC, Director of the Prenatal to Three Coalition at Start Early, Harris alumnus",4,120,3,182.26,0,182.26,NA,0
"409","Education Policy Student Association","workshop","services","Case-study Event with Start Early - Lunch Event",NA,"90-minute session offered in case format. Participants will be given a case, work in teams to craft their approach, and then be given feedback from Raising Illinois team members. The goal of this project is to provide participants with the type of strategic problem to solve that that they will face in interviews and ‘on the job’ in positions of strategic leadership.",40,"FALSE","FALSE","FALSE","TRUE - Simone Santiago: woman, POC, Director of the Prenatal to Three Coalition at Start Early, Harris alumnus",4,120,3,182.26,0,182.26,NA,0
"410","Education Policy Student Association","workshop","miscellaneous","Case-study Event with Start Early - Lunch Event",NA,"90-minute session offered in case format. Participants will be given a case, work in teams to craft their approach, and then be given feedback from Raising Illinois team members. The goal of this project is to provide participants with the type of strategic problem to solve that that they will face in interviews and ‘on the job’ in positions of strategic leadership.",40,"FALSE","FALSE","FALSE","TRUE - Simone Santiago: woman, POC, Director of the Prenatal to Three Coalition at Start Early, Harris alumnus",4,120,3,182.26,0,182.26,NA,0
"411","Education Policy Student Association","social","refreshments","Raise Your Glass",NA,"This is the end of the year celebration for a great year of EPSA. Students will have the opportunity to network with Harris faculty and other EPSA members, learning about their future careers in education, reflecting on this past year's programming, and looking ahead to next year's events. The event will have a full dinner, drinks, and a bartender.",35,"FALSE","FALSE","FALSE","FALSE",4,120,3,182.26,0,182.26,NA,575
"412","Education Policy Student Association","social","supplies","Raise Your Glass",NA,"This is the end of the year celebration for a great year of EPSA. Students will have the opportunity to network with Harris faculty and other EPSA members, learning about their future careers in education, reflecting on this past year's programming, and looking ahead to next year's events. The event will have a full dinner, drinks, and a bartender.",35,"FALSE","FALSE","FALSE","FALSE",4,120,3,182.26,0,182.26,NA,0
"413","Education Policy Student Association","social","equipment","Raise Your Glass",NA,"This is the end of the year celebration for a great year of EPSA. Students will have the opportunity to network with Harris faculty and other EPSA members, learning about their future careers in education, reflecting on this past year's programming, and looking ahead to next year's events. The event will have a full dinner, drinks, and a bartender.",35,"FALSE","FALSE","FALSE","FALSE",4,120,3,182.26,0,182.26,NA,0
"414","Education Policy Student Association","social","services","Raise Your Glass",NA,"This is the end of the year celebration for a great year of EPSA. Students will have the opportunity to network with Harris faculty and other EPSA members, learning about their future careers in education, reflecting on this past year's programming, and looking ahead to next year's events. The event will have a full dinner, drinks, and a bartender.",35,"FALSE","FALSE","FALSE","FALSE",4,120,3,182.26,0,182.26,NA,75
"415","Education Policy Student Association","social","miscellaneous","Raise Your Glass",NA,"This is the end of the year celebration for a great year of EPSA. Students will have the opportunity to network with Harris faculty and other EPSA members, learning about their future careers in education, reflecting on this past year's programming, and looking ahead to next year's events. The event will have a full dinner, drinks, and a bartender.",35,"FALSE","FALSE","FALSE","FALSE",4,120,3,182.26,0,182.26,NA,0
"416","Harris Community Action","social","refreshments","Team BL Socials",116,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"417","Harris Community Action","social","supplies","Team BL Socials",116,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"418","Harris Community Action","social","equipment","Team BL Socials",116,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"419","Harris Community Action","social","services","Team BL Socials",116,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"420","Harris Community Action","social","miscellaneous","Team BL Socials",116,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"421","Harris Community Action","community engagement","refreshments","Project Kick Off (Transportation)",109,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"422","Harris Community Action","community engagement","supplies","Project Kick Off (Transportation)",109,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"423","Harris Community Action","community engagement","equipment","Project Kick Off (Transportation)",109,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"424","Harris Community Action","community engagement","services","Project Kick Off (Transportation)",109,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"425","Harris Community Action","community engagement","miscellaneous","Project Kick Off (Transportation)",109,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"426","Harris Community Action","community engagement","refreshments","Midpoint Check-In (Transportation)",68.48,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"427","Harris Community Action","community engagement","supplies","Midpoint Check-In (Transportation)",68.48,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"428","Harris Community Action","community engagement","equipment","Midpoint Check-In (Transportation)",68.48,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"429","Harris Community Action","community engagement","services","Midpoint Check-In (Transportation)",68.48,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"430","Harris Community Action","community engagement","miscellaneous","Midpoint Check-In (Transportation)",68.48,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"431","Harris Community Action","social","refreshments","HCA Fellow Social",280,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"432","Harris Community Action","social","supplies","HCA Fellow Social",280,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"433","Harris Community Action","social","equipment","HCA Fellow Social",280,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"434","Harris Community Action","social","services","HCA Fellow Social",280,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"435","Harris Community Action","social","miscellaneous","HCA Fellow Social",280,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"436","Harris Community Action","workshop","refreshments","Training 4",698,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"437","Harris Community Action","workshop","supplies","Training 4",698,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"438","Harris Community Action","workshop","equipment","Training 4",698,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"439","Harris Community Action","workshop","services","Training 4",698,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"440","Harris Community Action","workshop","miscellaneous","Training 4",698,NA,NA,NA,NA,NA,NA,NA,104,5,5826.42,4500.25,10326.67,NA,NA
"441","Harris Community Action","community engagement","refreshments","Food Banking Event",NA,"Food banking event with a local nonprofit on South Side",30,"TRUE","FALSE","FALSE","FALSE",2,104,5,5826.42,4500.25,10326.67,NA,100
"442","Harris Community Action","community engagement","supplies","Food Banking Event",NA,"Food banking event with a local nonprofit on South Side",30,"TRUE","FALSE","FALSE","FALSE",2,104,5,5826.42,4500.25,10326.67,NA,NA
"443","Harris Community Action","community engagement","equipment","Food Banking Event",NA,"Food banking event with a local nonprofit on South Side",30,"TRUE","FALSE","FALSE","FALSE",2,104,5,5826.42,4500.25,10326.67,NA,NA
"444","Harris Community Action","community engagement","services","Food Banking Event",NA,"Food banking event with a local nonprofit on South Side",30,"TRUE","FALSE","FALSE","FALSE",2,104,5,5826.42,4500.25,10326.67,NA,NA
"445","Harris Community Action","community engagement","miscellaneous","Food Banking Event",NA,"Food banking event with a local nonprofit on South Side",30,"TRUE","FALSE","FALSE","FALSE",2,104,5,5826.42,4500.25,10326.67,NA,300
"446","Harris Community Action","social","refreshments","EOY Event",NA,"Final year celebration event for HCA fellows. Partners are invited and all fellows, as well as nonprofit partners connected to UCSC who could become potential new partners",70,"FALSE","FALSE","UCSC","TRUE (TBD on speaker but will be a current/former nonprofit or grassroots advocacy leader of color)",2,104,5,5826.42,4500.25,10326.67,NA,1100
"447","Harris Community Action","social","supplies","EOY Event",NA,"Final year celebration event for HCA fellows. Partners are invited and all fellows, as well as nonprofit partners connected to UCSC who could become potential new partners",70,"FALSE","FALSE","UCSC","TRUE (TBD on speaker but will be a current/former nonprofit or grassroots advocacy leader of color)",2,104,5,5826.42,4500.25,10326.67,NA,110
"448","Harris Community Action","social","equipment","EOY Event",NA,"Final year celebration event for HCA fellows. Partners are invited and all fellows, as well as nonprofit partners connected to UCSC who could become potential new partners",70,"FALSE","FALSE","UCSC","TRUE (TBD on speaker but will be a current/former nonprofit or grassroots advocacy leader of color)",2,104,5,5826.42,4500.25,10326.67,NA,0
"449","Harris Community Action","social","services","EOY Event",NA,"Final year celebration event for HCA fellows. Partners are invited and all fellows, as well as nonprofit partners connected to UCSC who could become potential new partners",70,"FALSE","FALSE","UCSC","TRUE (TBD on speaker but will be a current/former nonprofit or grassroots advocacy leader of color)",2,104,5,5826.42,4500.25,10326.67,NA,500
"450","Harris Community Action","social","miscellaneous","EOY Event",NA,"Final year celebration event for HCA fellows. Partners are invited and all fellows, as well as nonprofit partners connected to UCSC who could become potential new partners",70,"FALSE","FALSE","UCSC","TRUE (TBD on speaker but will be a current/former nonprofit or grassroots advocacy leader of color)",2,104,5,5826.42,4500.25,10326.67,NA,1385
"451","Harris Consulting Club","speaker","refreshments","The Fundamentas of Ownership and Project Management",82.89,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"452","Harris Consulting Club","speaker","supplies","The Fundamentas of Ownership and Project Management",82.89,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"453","Harris Consulting Club","speaker","equipment","The Fundamentas of Ownership and Project Management",82.89,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"454","Harris Consulting Club","speaker","services","The Fundamentas of Ownership and Project Management",82.89,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"455","Harris Consulting Club","speaker","miscellaneous","The Fundamentas of Ownership and Project Management",82.89,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"456","Harris Consulting Club","speaker","refreshments","How to Make Frameworks",98.17,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"457","Harris Consulting Club","speaker","supplies","How to Make Frameworks",98.17,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"458","Harris Consulting Club","speaker","equipment","How to Make Frameworks",98.17,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"459","Harris Consulting Club","speaker","services","How to Make Frameworks",98.17,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"460","Harris Consulting Club","speaker","miscellaneous","How to Make Frameworks",98.17,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"461","Harris Consulting Club","speaker","refreshments","Communicating with Presence",35.76,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"462","Harris Consulting Club","speaker","supplies","Communicating with Presence",35.76,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"463","Harris Consulting Club","speaker","equipment","Communicating with Presence",35.76,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"464","Harris Consulting Club","speaker","services","Communicating with Presence",35.76,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"465","Harris Consulting Club","speaker","miscellaneous","Communicating with Presence",35.76,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"466","Harris Consulting Club","social","refreshments","General Body Meeting",102.42,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"467","Harris Consulting Club","social","supplies","General Body Meeting",102.42,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"468","Harris Consulting Club","social","equipment","General Body Meeting",102.42,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"469","Harris Consulting Club","social","services","General Body Meeting",102.42,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"470","Harris Consulting Club","social","miscellaneous","General Body Meeting",102.42,NA,NA,NA,NA,NA,NA,NA,68,4,1958.35,0,1958.35,NA,NA
"471","Harris Consulting Club",NA,"refreshments",NA,NA,NA,NA,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"472","Harris Consulting Club",NA,"supplies",NA,NA,NA,NA,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"473","Harris Consulting Club",NA,"equipment",NA,NA,NA,NA,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"474","Harris Consulting Club",NA,"services",NA,NA,NA,NA,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"475","Harris Consulting Club",NA,"miscellaneous",NA,NA,NA,NA,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"476","Harris Consulting Club","social","refreshments","Meet and Greet",NA,"A networking event providing students the opportunity to connect with Harris alumni working in consulting. Alumni will share career insights and tips for navigating the consulting recruitment process.",25,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,65
"477","Harris Consulting Club","social","supplies","Meet and Greet",NA,"A networking event providing students the opportunity to connect with Harris alumni working in consulting. Alumni will share career insights and tips for navigating the consulting recruitment process.",25,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,5
"478","Harris Consulting Club","social","equipment","Meet and Greet",NA,"A networking event providing students the opportunity to connect with Harris alumni working in consulting. Alumni will share career insights and tips for navigating the consulting recruitment process.",25,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"479","Harris Consulting Club","social","services","Meet and Greet",NA,"A networking event providing students the opportunity to connect with Harris alumni working in consulting. Alumni will share career insights and tips for navigating the consulting recruitment process.",25,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"480","Harris Consulting Club","social","miscellaneous","Meet and Greet",NA,"A networking event providing students the opportunity to connect with Harris alumni working in consulting. Alumni will share career insights and tips for navigating the consulting recruitment process.",25,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"481","Harris Consulting Club","speaker","refreshments","Cross Club Event Model Building",NA,"Encouraging Personal Narrative Discussions Based on Past Experiences",50,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,340
"482","Harris Consulting Club","speaker","supplies","Cross Club Event Model Building",NA,"Encouraging Personal Narrative Discussions Based on Past Experiences",50,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,10
"483","Harris Consulting Club","speaker","equipment","Cross Club Event Model Building",NA,"Encouraging Personal Narrative Discussions Based on Past Experiences",50,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"484","Harris Consulting Club","speaker","services","Cross Club Event Model Building",NA,"Encouraging Personal Narrative Discussions Based on Past Experiences",50,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"485","Harris Consulting Club","speaker","miscellaneous","Cross Club Event Model Building",NA,"Encouraging Personal Narrative Discussions Based on Past Experiences",50,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,30
"486","Harris Consulting Club","speaker","refreshments","A conversation regarding specific future sector outlooks",NA,"A session to disseminate all that we learnt from the discussion with the CDO but also scheduling a few conversations with them regarding other types of consulting as well and having a larger session with the general body relaying future outlooks, expected employment trends to look out for etc. and best practices for each of these industries.",20,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,65
"487","Harris Consulting Club","speaker","supplies","A conversation regarding specific future sector outlooks",NA,"A session to disseminate all that we learnt from the discussion with the CDO but also scheduling a few conversations with them regarding other types of consulting as well and having a larger session with the general body relaying future outlooks, expected employment trends to look out for etc. and best practices for each of these industries.",20,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,5
"488","Harris Consulting Club","speaker","equipment","A conversation regarding specific future sector outlooks",NA,"A session to disseminate all that we learnt from the discussion with the CDO but also scheduling a few conversations with them regarding other types of consulting as well and having a larger session with the general body relaying future outlooks, expected employment trends to look out for etc. and best practices for each of these industries.",20,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"489","Harris Consulting Club","speaker","services","A conversation regarding specific future sector outlooks",NA,"A session to disseminate all that we learnt from the discussion with the CDO but also scheduling a few conversations with them regarding other types of consulting as well and having a larger session with the general body relaying future outlooks, expected employment trends to look out for etc. and best practices for each of these industries.",20,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"490","Harris Consulting Club","speaker","miscellaneous","A conversation regarding specific future sector outlooks",NA,"A session to disseminate all that we learnt from the discussion with the CDO but also scheduling a few conversations with them regarding other types of consulting as well and having a larger session with the general body relaying future outlooks, expected employment trends to look out for etc. and best practices for each of these industries.",20,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"491","Harris Consulting Club","workshop","refreshments","Preparing for Behavioural Interviews",NA,"A session to go over tips for behavioral interviews, methods to prepare etc. in the same way we are doing for mocks.",20,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,65
"492","Harris Consulting Club","workshop","supplies","Preparing for Behavioural Interviews",NA,"A session to go over tips for behavioral interviews, methods to prepare etc. in the same way we are doing for mocks.",20,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,5
"493","Harris Consulting Club","workshop","equipment","Preparing for Behavioural Interviews",NA,"A session to go over tips for behavioral interviews, methods to prepare etc. in the same way we are doing for mocks.",20,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"494","Harris Consulting Club","workshop","services","Preparing for Behavioural Interviews",NA,"A session to go over tips for behavioral interviews, methods to prepare etc. in the same way we are doing for mocks.",20,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"495","Harris Consulting Club","workshop","miscellaneous","Preparing for Behavioural Interviews",NA,"A session to go over tips for behavioral interviews, methods to prepare etc. in the same way we are doing for mocks.",20,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"496","Harris Consulting Club","promotion","refreshments","Canva Pro",NA,"The Canva Pro subscription is a critical tool for ensuring high-quality, professional visuals that will enhance the visibility, branding, and overall success of the consulting and career bootcamp, as well as future events and initiatives led by the Gargoyle Consulting Club and Archer Career.",NA,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"497","Harris Consulting Club","promotion","supplies","Canva Pro",NA,"The Canva Pro subscription is a critical tool for ensuring high-quality, professional visuals that will enhance the visibility, branding, and overall success of the consulting and career bootcamp, as well as future events and initiatives led by the Gargoyle Consulting Club and Archer Career.",NA,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"498","Harris Consulting Club","promotion","equipment","Canva Pro",NA,"The Canva Pro subscription is a critical tool for ensuring high-quality, professional visuals that will enhance the visibility, branding, and overall success of the consulting and career bootcamp, as well as future events and initiatives led by the Gargoyle Consulting Club and Archer Career.",NA,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,15
"499","Harris Consulting Club","promotion","services","Canva Pro",NA,"The Canva Pro subscription is a critical tool for ensuring high-quality, professional visuals that will enhance the visibility, branding, and overall success of the consulting and career bootcamp, as well as future events and initiatives led by the Gargoyle Consulting Club and Archer Career.",NA,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"500","Harris Consulting Club","promotion","miscellaneous","Canva Pro",NA,"The Canva Pro subscription is a critical tool for ensuring high-quality, professional visuals that will enhance the visibility, branding, and overall success of the consulting and career bootcamp, as well as future events and initiatives led by the Gargoyle Consulting Club and Archer Career.",NA,"FALSE","FALSE","FALSE","FALSE",7,68,4,1958.35,0,1958.35,NA,NA
"501","Harris Consulting Club","workshop","refreshments","Ascent Program",NA,"The Ascent Program, led by Gargoyle Consulting Club in partnership with Archer Career, is a six-week, high-impact bootcamp designed to prepare you for a successful career in consulting. Featuring expert coaching from Dr. Pam Schilling, this program provides hands-on training, networking opportunities, and essential career development strategies to help you stand out in the competitive consulting landscape.

Ready to break into consulting? Whether you're exploring the field or preparing to apply, Ascent is designed to accelerate your journey. This 6-week program hosted by Gargoyle Consulting Club offers expert-led training, case interview prep, resume optimization, and a chance to connect with like-minded peers.",40,"FALSE","FALSE","TRUE","TRUE",7,68,4,1958.35,0,1958.35,NA,NA
"502","Harris Consulting Club","workshop","supplies","Ascent Program",NA,"The Ascent Program, led by Gargoyle Consulting Club in partnership with Archer Career, is a six-week, high-impact bootcamp designed to prepare you for a successful career in consulting. Featuring expert coaching from Dr. Pam Schilling, this program provides hands-on training, networking opportunities, and essential career development strategies to help you stand out in the competitive consulting landscape.

Ready to break into consulting? Whether you're exploring the field or preparing to apply, Ascent is designed to accelerate your journey. This 6-week program hosted by Gargoyle Consulting Club offers expert-led training, case interview prep, resume optimization, and a chance to connect with like-minded peers.",40,"FALSE","FALSE","TRUE","TRUE",7,68,4,1958.35,0,1958.35,NA,NA
"503","Harris Consulting Club","workshop","equipment","Ascent Program",NA,"The Ascent Program, led by Gargoyle Consulting Club in partnership with Archer Career, is a six-week, high-impact bootcamp designed to prepare you for a successful career in consulting. Featuring expert coaching from Dr. Pam Schilling, this program provides hands-on training, networking opportunities, and essential career development strategies to help you stand out in the competitive consulting landscape.

Ready to break into consulting? Whether you're exploring the field or preparing to apply, Ascent is designed to accelerate your journey. This 6-week program hosted by Gargoyle Consulting Club offers expert-led training, case interview prep, resume optimization, and a chance to connect with like-minded peers.",40,"FALSE","FALSE","TRUE","TRUE",7,68,4,1958.35,0,1958.35,NA,NA
"504","Harris Consulting Club","workshop","services","Ascent Program",NA,"The Ascent Program, led by Gargoyle Consulting Club in partnership with Archer Career, is a six-week, high-impact bootcamp designed to prepare you for a successful career in consulting. Featuring expert coaching from Dr. Pam Schilling, this program provides hands-on training, networking opportunities, and essential career development strategies to help you stand out in the competitive consulting landscape.

Ready to break into consulting? Whether you're exploring the field or preparing to apply, Ascent is designed to accelerate your journey. This 6-week program hosted by Gargoyle Consulting Club offers expert-led training, case interview prep, resume optimization, and a chance to connect with like-minded peers.",40,"FALSE","FALSE","TRUE","TRUE",7,68,4,1958.35,0,1958.35,NA,1000
"505","Harris Consulting Club","workshop","miscellaneous","Ascent Program",NA,"The Ascent Program, led by Gargoyle Consulting Club in partnership with Archer Career, is a six-week, high-impact bootcamp designed to prepare you for a successful career in consulting. Featuring expert coaching from Dr. Pam Schilling, this program provides hands-on training, networking opportunities, and essential career development strategies to help you stand out in the competitive consulting landscape.

Ready to break into consulting? Whether you're exploring the field or preparing to apply, Ascent is designed to accelerate your journey. This 6-week program hosted by Gargoyle Consulting Club offers expert-led training, case interview prep, resume optimization, and a chance to connect with like-minded peers.",40,"FALSE","FALSE","TRUE","TRUE",7,68,4,1958.35,0,1958.35,NA,NA
"506","Harris Energy and Environmental Association","speaker","refreshments","Lunch & Learn",235.77,NA,NA,NA,NA,NA,NA,NA,102,3,NA,0,0,NA,NA
"507","Harris Energy and Environmental Association","speaker","supplies","Lunch & Learn",235.77,NA,NA,NA,NA,NA,NA,NA,102,3,NA,0,0,NA,NA
"508","Harris Energy and Environmental Association","speaker","equipment","Lunch & Learn",235.77,NA,NA,NA,NA,NA,NA,NA,102,3,NA,0,0,NA,NA
"509","Harris Energy and Environmental Association","speaker","services","Lunch & Learn",235.77,NA,NA,NA,NA,NA,NA,NA,102,3,NA,0,0,NA,NA
"510","Harris Energy and Environmental Association","speaker","miscellaneous","Lunch & Learn",235.77,NA,NA,NA,NA,NA,NA,NA,102,3,NA,0,0,NA,NA
"511","Harris Energy and Environmental Association","workshop","refreshments","Alumni Networking Event",875.09,NA,NA,NA,NA,NA,NA,NA,102,3,NA,0,0,NA,NA
"512","Harris Energy and Environmental Association","workshop","supplies","Alumni Networking Event",875.09,NA,NA,NA,NA,NA,NA,NA,102,3,NA,0,0,NA,NA
"513","Harris Energy and Environmental Association","workshop","equipment","Alumni Networking Event",875.09,NA,NA,NA,NA,NA,NA,NA,102,3,NA,0,0,NA,NA
"514","Harris Energy and Environmental Association","workshop","services","Alumni Networking Event",875.09,NA,NA,NA,NA,NA,NA,NA,102,3,NA,0,0,NA,NA
"515","Harris Energy and Environmental Association","workshop","miscellaneous","Alumni Networking Event",875.09,NA,NA,NA,NA,NA,NA,NA,102,3,NA,0,0,NA,NA
"516","Harris Energy and Environmental Association","speaker","refreshments","HEEA Career Fair",213,NA,NA,NA,NA,NA,NA,NA,102,3,NA,0,0,NA,NA
"517","Harris Energy and Environmental Association","speaker","supplies","HEEA Career Fair",213,NA,NA,NA,NA,NA,NA,NA,102,3,NA,0,0,NA,NA
"518","Harris Energy and Environmental Association","speaker","equipment","HEEA Career Fair",213,NA,NA,NA,NA,NA,NA,NA,102,3,NA,0,0,NA,NA
"519","Harris Energy and Environmental Association","speaker","services","HEEA Career Fair",213,NA,NA,NA,NA,NA,NA,NA,102,3,NA,0,0,NA,NA
"520","Harris Energy and Environmental Association","speaker","miscellaneous","HEEA Career Fair",213,NA,NA,NA,NA,NA,NA,NA,102,3,NA,0,0,NA,NA
"521","Harris Energy and Environmental Association","speaker","refreshments","Lunch and learn - info session on cleaner fuels",NA,"This event will provide an overview of emerging cleaner fuel technologies, their role in reducing carbon emissions, and the policy landscape shaping their adoption. Participants will gain insights from experts on the challenges and opportunities in transitioning to sustainable fuel alternatives.",50,"FALSE","FALSE","Undergraduate School of Public Policy","TRUE, Woman & POC",4,102,3,NA,0,0,NA,120
"522","Harris Energy and Environmental Association","speaker","supplies","Lunch and learn - info session on cleaner fuels",NA,"This event will provide an overview of emerging cleaner fuel technologies, their role in reducing carbon emissions, and the policy landscape shaping their adoption. Participants will gain insights from experts on the challenges and opportunities in transitioning to sustainable fuel alternatives.",50,"FALSE","FALSE","Undergraduate School of Public Policy","TRUE, Woman & POC",4,102,3,NA,0,0,NA,NA
